Name,Style,Brewery,ABV,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Kasteel Blond,Blonde Ale - Belgian,Brouwerij Van Honsebrouck N.V.,7,16,29,21,20,50,30,0,42,32,15,42
Blond,Blonde Ale - Belgian,Brasserie de l'Abbaye du Val-Dieu,6,33,35,22,28,82,59,0,63,61,33,56
St. Feuillien Blonde,Blonde Ale - Belgian,Brasserie St. Feuillien,7.5,29,38,20,39,78,65,0,77,63,32,35
Bink Blond,Blonde Ale - Belgian,Brouwerij Kerkom,5.5,19,46,16,53,73,69,1,57,85,35,67
Blond,Blonde Ale - Belgian,Brouwerij Hof Ten Dormaal,8,31,52,24,23,79,103,0,85,63,48,71
Tongerlo Blond,Blonde Ale - Belgian,Brouwerij Haacht NV,6,15,38,16,27,75,44,5,43,37,34,62
Southside Blonde,Blonde Ale - Belgian,Perennial Artisan Ales,5.5,21,27,9,19,41,49,1,60,39,25,40
Belgian Blonde,Blonde Ale - Belgian,BottleTree Beer Co.,5,21,32,10,30,54,50,3,59,45,22,62
La Binchoise Blonde TraditionBrasserie La Binchoise (Malterie des Remparts),Blonde Ale - Belgian,Brasserie La Binchoise (Malterie des Remparts),6.5,16,43,19,27,82,65,0,79,44,29,39
Brunehaut Blonde,Blonde Ale - Belgian,Brasserie De Brunehaut,6.5,23,47,15,24,62,47,5,56,54,24,62
Steenbrugge Blond,Blonde Ale - Belgian,Brouwerij Palm NV,6.5,18,38,21,28,81,64,0,66,49,35,66
Abbaye De Floreffe Blonde,Blonde Ale - Belgian,Brasserie Lefèbvre SA,6.3,17,25,15,33,76,44,3,49,55,30,65
La Gauloise Blonde,Blonde Ale - Belgian,Brasserie Du Bocq,6.3,27,35,20,27,54,54,4,54,33,34,57
Valeir Blond,Blonde Ale - Belgian,Brouwerij Contreras,6.5,22,34,10,37,89,76,1,71,52,26,72
Celestial Blonde Ale,Blonde Ale - Belgian,Old Forge Brewing Company,7,13,21,13,17,39,27,0,35,25,16,29
't Smisje Blond,Blonde Ale - Belgian,Brouwerij Smisje,6,11,34,14,21,31,82,0,79,43,15,22
De Koninck Blond,Blonde Ale - Belgian,Brouwerij De Koninck NV,6,21,42,20,24,64,54,0,50,41,16,39
Wendelinus Blonde,Blonde Ale - Belgian,Brasserie Meteor,6.8,16,40,19,26,94,44,0,52,41,36,71
Ename Blond,Blonde Ale - Belgian,Brouwerij Roman N.V.,6.5,12,11,6,9,13,16,0,11,12,2,7
St. Idesbald Blond,Blonde Ale - Belgian,Brouwerij Huyghe,6,20,24,10,21,28,34,0,30,29,14,30
Abbaye D'Aulne Blonde Des Pères (Sur Lie) 6°,Blonde Ale - Belgian,Brasserie Val De Sambre,6,22,44,7,28,60,46,0,45,38,28,31
Viven Blond,Blonde Ale - Belgian,Brouwerij Van Viven,6.1,14,27,9,21,51,41,3,57,44,19,28
Summer Belgian-Style Blonde Ale,Blonde Ale - Belgian,Choc Beer Co. / Pete's Place,5.5,32,34,10,25,51,58,0,72,32,43,61
Pater Lieven Blond,Blonde Ale - Belgian,Brouwerij Van den Bossche,6.5,10,18,4,13,27,21,0,21,20,8,16
Troegenator,Bock - Doppelbock,Tröegs Brewing Company,8.2,11,63,17,16,117,25,0,38,15,10,93
Spaten Optimator,Bock - Doppelbock,Spaten-Franziskaner-Bräu,7.6,9,43,16,23,93,15,1,42,21,9,111
Salvator,Bock - Doppelbock,Paulaner Brauerei GmbH & Co. KG,7.9,10,31,19,21,75,17,1,24,20,4,86
Korbinian,Bock - Doppelbock,Bayerische Staatsbrauerei Weihenstephan,7.4,14,72,11,30,92,20,0,50,11,13,127
Samichlaus Classic Bier,Bock - Doppelbock,Brauerei Schloss Eggenberg,14,6,52,57,16,138,18,0,58,14,10,104
Samuel Adams Double Bock (Imperial Series)Boston Beer Company (Samuel Adams),Bock - Doppelbock,Boston Beer Company (Samuel Adams),9.5,4,30,37,22,87,25,1,38,15,15,92
Andechser Doppelbock Dunkel,Bock - Doppelbock,Klosterbrauerei Andechs,7.1,7,71,20,31,100,21,1,55,31,7,140
Perkulator Coffee Dopplebock,Bock - Doppelbock,Dark Horse Brewing Company,7,5,62,19,124,54,6,1,8,23,19,192
EKU 28,Bock - Doppelbock,Kulmbacher Brauerei AG,11,10,44,65,26,107,25,2,43,21,9,78
Liberator Doppelbock,Bock - Doppelbock,Thomas Hooker Brewing Company,8.5,5,63,40,53,98,23,0,45,40,9,114
Smuttynose S'muttonator (Heritage Series),Bock - Doppelbock,Smuttynose Brewing Company,8.2,13,62,36,25,93,17,0,37,36,16,100
Butthead Doppelbock,Bock - Doppelbock,Tommyknocker Brewery,8.2,12,69,47,26,115,51,2,52,30,5,119
Autumnal Fire,Bock - Doppelbock,Capital Brewery,7.8,7,72,31,32,118,30,0,52,28,11,158
Weltenburger Kloster Asam-Bock,Bock - Doppelbock,Klosterbrauerei Weltenburg,6.9,6,67,22,30,102,11,1,42,18,9,148
Wasatch The Devastator Double Bock,Bock - Doppelbock,Utah Brewers Cooperative,8,7,53,21,19,120,28,4,56,27,13,123
St. Victorious,Bock - Doppelbock,Victory Brewing Company,7.6,8,70,11,30,100,28,0,43,30,22,135
Urbock 23°,Bock - Doppelbock,Brauerei Schloss Eggenberg,9.6,8,54,49,15,97,18,0,25,19,4,75
Voodoovator,Bock - Doppelbock,Atwater Block Brewery,9.5,15,89,25,62,127,18,2,60,48,4,165
Saxonator Dunkles Doppelbock,Bock - Doppelbock,Jack's Abby Brewing,8.5,10,106,31,33,121,27,0,72,27,21,144
Doppel-Hirsch,Bock - Doppelbock,Der HirschBrau/Privatbrauerei Höss,7.2,8,46,18,35,112,22,0,54,29,7,105
Josephs Brau Winter Brew,Bock - Doppelbock,Trader Joe's Brewing Company,7.5,11,44,21,30,75,15,1,25,29,28,85
Duck-Rabbator,Bock - Doppelbock,The Duck-Rabbit Craft Brewery,8.5,13,64,20,26,116,27,0,44,29,15,127
Ettaler Curator Dunkler Doppelbock (US Import Version),Bock - Doppelbock,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,9,18,62,23,20,130,28,0,74,3,6,126
Blonde Doppelbock,Bock - Doppelbock,Capital Brewery,7.8,7,77,58,31,109,39,0,46,36,10,123
Doppelbock Dunkel,Bock - Doppelbock,Brauerei Schloss Eggenberg,8.5,9,49,42,50,89,17,0,34,39,17,104
Tucher Bajuvator Doppelbock,Bock - Doppelbock,Brauerei Tucher Brau,7.2,15,87,37,58,152,42,0,72,47,8,172
Dark Heathen Triple Bock,Bock - Doppelbock,Kuhnhenn Brewing Company,12.5,6,100,69,32,216,43,0,124,13,16,157
Winter Bock,Bock - Doppelbock,Gordon Biersch Brewery Restaurant,7.5,5,59,14,18,91,10,0,20,14,16,113
Deep Water Dopplebock,Bock - Doppelbock,Thomas Creek Brewery,7,9,57,17,35,69,11,0,20,23,8,116
Doppelbock Grande Cuvée Printemps,Bock - Doppelbock,Les Trois Mousquetaires,8.6,11,77,38,34,154,37,0,87,28,19,129
Lobotomy Bock,Bock - Doppelbock,Indian Wells Brewing Company,10.5,6,55,31,21,58,9,1,17,16,5,78
Primátor Double Bock Beer,Bock - Doppelbock,Pivovar Náchod a.s.,10.5,10,43,35,29,136,26,0,54,23,7,76
Icelandic DoppelbockEinstök Ölgerð (Einstök Beer Company),Bock - Doppelbock,Einstök Ölgerð,6.7,18,96,29,49,131,16,0,42,55,7,187
Dopple Bock,Bock - Doppelbock,Sprecher Brewing Company,7.85,6,42,27,24,83,23,0,37,25,15,83
St. Nikolaus Bock Bier - Brewer's Reserve,Bock - Doppelbock,Pennsylvania Brewing Company,8.5,19,82,25,32,130,31,0,61,27,26,130
Emancipator Doppelbock,Bock - Doppelbock,Christian Moerlein Brewing Company,7,17,60,17,23,104,27,0,32,35,11,128
Winter-Bock,Bock - Doppelbock,Einbecker Brauhaus AG,7.5,9,54,27,39,94,17,0,54,44,7,92
Granitbock,Bock - Doppelbock,Brauerei Hofstetten Krammer GmbH & Co. KG,7.3,16,52,15,29,85,30,0,37,22,10,107
Double Vision Doppelbock,Bock - Doppelbock,Grand Teton Brewing Co.,8,11,82,26,37,95,32,0,46,26,24,132
Fireman's Brew Brunette Beer,Bock - Doppelbock,"Fireman's Brew, Inc.",8,9,119,20,57,101,21,0,29,37,0,147
Schneider Aventinus Eisbock,Bock - Eisbock,Weisses Bräuhaus G. Schneider & Sohn GmbH,12,14,47,60,26,118,29,0,85,14,18,85
Raspberry Eisbock,Bock - Eisbock,Kuhnhenn Brewing Company,15.5,11,58,30,13,168,36,0,99,9,6,90
Winter Wonder Lager,Bock - Eisbock,Kuhnhenn Brewing Company,13,8,66,78,25,175,46,0,88,16,27,130
Ramstein Winter Wheat Eisbock,Bock - Eisbock,High Point Brewing Company,11.5,14,79,63,18,105,41,0,106,9,39,114
Granitbock Ice,Bock - Eisbock,Brauerei Hofstetten Krammer GmbH & Co. KG,11.5,9,49,46,23,150,45,1,82,10,8,110
Double Ice Bock,Bock - Eisbock,Southampton Publick House,18,15,59,79,15,171,49,0,77,13,10,119
Eisbock (Congelator),Bock - Eisbock,Micro-Brasserie L'Alchimiste,9.4,12,58,46,23,124,33,1,54,28,10,92
Schorschbock Ice 13,Bock - Eisbock,Schorschbräu,13,2,15,15,4,36,17,0,27,2,7,16
Schorschbock 31%,Bock - Eisbock,Schorschbräu,30.86,4,5,14,2,16,6,0,10,2,4,10
La Félix,Bock - Eisbock,"Le Bilboquet, Brasseur Artisan",11.9,1,5,8,8,21,4,0,8,6,0,8
Schorschbock 57%,Bock - Eisbock,Schorschbräu,57.5,0,7,17,3,9,6,0,10,0,2,4
Eisbock,Bock - Eisbock,Lodi Beer Company,12,3,7,14,2,31,9,0,16,0,6,17
Eis Instigator,Bock - Eisbock,Sly Fox Brewing Company,10.5,0,12,6,5,13,3,0,7,3,2,20
Black Ice,Bock - Eisbock,Aarhus Bryghus,8.5,0,0,0,0,0,0,0,0,0,0,0
Dead Guy Ale,Bock - Maibock,Rogue Ales,6.8,10,47,10,49,99,24,0,42,55,19,113
Andygator,Bock - Maibock,Abita Brewing Co.,8,12,30,27,29,58,18,0,18,42,5,65
Mardi Gras Bock,Bock - Maibock,Abita Brewing Co.,6.5,16,36,9,40,64,10,0,14,57,14,131
Hofbräu Maibock (Urbock),Bock - Maibock,Hofbräuhaus München,7.2,22,34,27,43,56,9,1,14,56,13,94
Cabin Fever,Bock - Maibock,New Glarus Brewing Company,6,23,26,11,24,88,7,2,13,46,2,117
John John Dead Guy Ale,Bock - Maibock,Rogue Ales,6.4,12,51,73,36,84,31,2,30,41,25,94
Dundee Pale Bock Lager,Bock - Maibock,Genesee Brewing Co. / Dundee Brewing Co.,6.25,31,44,19,52,66,11,3,11,75,17,115
Maibock,Bock - Maibock,Summit Brewing Company,6.7,26,68,14,62,71,22,5,28,99,20,136
Mai-Ur-Bock,Bock - Maibock,Einbecker Brauhaus AG,6.5,14,33,9,53,87,31,2,34,74,10,112
Samichlaus Bier Helles,Bock - Maibock,Brauerei Schloss Eggenberg,14,10,47,62,8,123,17,1,40,14,14,86
Blonde Bock,Bock - Maibock,Gordon Biersch Brewery Restaurant,7,14,33,26,38,50,20,2,18,58,5,74
Boss Tom's Golden Bock,Bock - Maibock,Boulevard Brewing Co.,6.1,39,36,15,42,52,7,1,13,46,10,91
Maibock,Bock - Maibock,Capital Brewery,6.2,9,53,11,35,65,15,0,12,53,9,92
Narragansett Bock,Bock - Maibock,Narragansett Brewing Co.,6.5,15,54,16,65,90,29,1,44,86,12,136
Berkshire Maibock Lager,Bock - Maibock,Berkshire Brewing Company Inc.,6.5,25,53,27,40,105,34,1,41,57,15,108
Blonde Double MaiBock,Bock - Maibock,Stoudts Brewing Co.,7,21,47,20,38,83,36,0,43,53,9,87
Mai Bock,Bock - Maibock,Sprecher Brewing Company,6,36,59,14,39,71,20,0,23,68,17,107
Maibock,Bock - Maibock,Gordon Biersch Brewery Restaurant,7.3,15,38,18,31,88,27,1,23,38,8,92
Hacker-Pschorr Hubertus Bock,Bock - Maibock,Hacker-Pschorr Bräu GmbH,6.8,26,42,27,42,58,32,3,37,63,11,114
Bucking Bock,Bock - Maibock,Rahr & Sons Brewing Company,7.5,20,24,21,49,37,30,0,29,58,12,65
The Gift (WinterBock Lager),Bock - Maibock,Starr Hill Brewery,6.5,15,32,16,16,65,20,0,20,17,9,62
Primátor Maibock,Bock - Maibock,Pivovar Náchod a.s.,7.5,15,42,29,62,62,22,2,24,82,12,78
Andechser Bergbock Hell,Bock - Maibock,Klosterbrauerei Andechs,7,21,50,21,35,67,18,1,21,58,8,97
Spaten Maibock / Premium Bock,Bock - Maibock,Spaten-Franziskaner-Bräu,6.5,19,54,19,37,38,26,0,23,63,9,87
Maibock,Bock - Maibock,Atwater Block Brewery,7.5,17,59,19,38,59,21,0,35,64,6,102
Serie Signature Maibock,Bock - Maibock,Les Trois Mousquetaires,6.8,17,42,25,44,77,27,5,41,72,11,111
PENNdemonium,Bock - Maibock,Pennsylvania Brewing Company,8,12,50,36,53,100,47,1,70,73,13,109
Southampton May Bock,Bock - Maibock,Southampton Publick House,6.5,23,57,15,30,94,48,1,49,43,11,116
Früh Bock,Bock - Maibock,The Olde Mecklenburg Brewery,6,37,38,14,40,65,28,0,38,70,8,90
Bock-Bier,Bock - Maibock,Mahrs-Bräu,6.5,27,47,12,32,62,39,1,42,49,11,86
Brinkley's Maibock,Bock - Maibock,Free State Brewing Co.,6.5,9,37,11,41,46,18,1,17,64,5,87
Heller Bock Saphir,Bock - Maibock,Brauerei Hofstetten Krammer GmbH & Co. KG,7.4,42,68,18,95,75,67,2,78,152,15,98
Gruffmeister 8,Bock - Maibock,Foothills Brewing Company,8,19,34,38,28,54,25,1,23,42,3,89
Ramstein Maibock,Bock - Maibock,High Point Brewing Company,7,29,42,19,49,63,13,0,14,71,15,128
Dump Truck,Bock - Maibock,"Bayern Brewing, Inc.",6,27,48,11,54,29,33,0,22,68,9,62
Samuel Adams Winter LagerBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),5.6,8,29,5,33,24,13,1,17,27,45,64
Shiner Bock,Bock - Traditional,Spoetzl Brewery,4.4,10,26,5,26,21,5,1,6,25,2,63
Samuel Adams Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),5.8,3,99,5,35,101,10,0,20,14,0,108
Michelob AmberBock,Bock - Traditional,Anheuser-Busch,5.2,6,27,8,16,31,6,0,5,15,1,80
Samuel Adams Cherry Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),5.8,6,117,18,25,162,17,0,110,13,3,138
Uff-da,Bock - Traditional,New Glarus Brewing Company,6.7,11,39,9,27,72,24,0,29,34,0,115
The Vixen Chocolate Chili BockBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),8.5,9,127,32,30,129,16,0,32,14,103,130
St. Nikolaus Bock Bier,Bock - Traditional,Pennsylvania Brewing Company,6,19,61,3,47,54,8,0,13,36,24,102
Spring Bock,Bock - Traditional,Saint Arnold Brewing Company,6.9,11,50,35,31,42,7,1,10,43,6,93
Pandora's Bock,Bock - Traditional,Breckenridge Brewery,7.5,11,41,22,20,88,25,0,39,31,13,100
Genesee Spring Bock,Bock - Traditional,Genesee Brewing Co. / Dundee Brewing Co.,5.2,13,39,5,18,50,10,2,12,21,1,67
Ur-Bock Dunkel,Bock - Traditional,Einbecker Brauhaus AG,6.5,10,38,18,40,55,14,0,18,41,5,88
La Trappe Bockbier,Bock - Traditional,Bierbrouwerij De Koningshoeven B.V.,7,15,58,17,35,77,22,0,39,38,21,106
Christmas Bock,Bock - Traditional,Mahrs-Bräu,6,26,50,19,41,86,24,1,23,52,39,107
Noche Buena,Bock - Traditional,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",5.9,15,30,8,21,57,7,0,11,26,7,70
Schell's Bock,Bock - Traditional,August Schell Brewing Company,6.1,21,60,21,23,95,23,2,37,33,6,152
Schokolade Bock,Bock - Traditional,Millstream Brewing Company,6,11,88,5,39,88,6,0,7,21,4,159
Saranac Chocolate Lager,Bock - Traditional,Matt Brewing Company,6,29,136,16,75,114,9,1,6,51,5,199
Brother Benedict's Bock,Bock - Traditional,Granite City Food & Brewery,5.1,7,55,7,10,89,10,0,7,15,3,114
Winterbock,Bock - Traditional,Atwater Block Brewery,7.5,13,44,24,39,91,27,0,33,41,13,110
Creemore Springs UrBock,Bock - Traditional,Creemore Springs Brewery Limited,6,9,54,11,34,85,18,0,29,45,9,115
Mountain Holidays In Vermont,Bock - Traditional,Rock Art Brewery,5.8,12,74,12,48,88,22,1,25,47,26,119
Huber Bock Beer,Bock - Traditional,Minhas Craft Brewery,5.5,7,67,8,39,80,17,1,17,26,8,105
Kozlak,Bock - Traditional,Browar Amber,6.5,10,41,20,23,86,18,0,33,23,11,113
Nero's 1st Century Double Dark Malt Ale,Bock - Traditional,Amarcord Birra Artigianale Italiana,8,13,41,20,23,97,36,0,46,26,13,81
Bokbier,Bock - Traditional,Jopen Bier BV Haarlem,6.5,23,47,10,34,68,30,2,31,16,9,106
Mönchshof Bockbier,Bock - Traditional,Kulmbacher Brauerei AG,6.9,12,40,20,31,92,33,3,41,37,6,91
Battlefield Bock,Bock - Traditional,Red Oak Brewery,6.5,9,74,7,44,59,5,0,4,26,8,84
Chouffe-Bok 6666,Bock - Traditional,Brasserie d'Achouffe,6.66,15,50,18,38,103,55,0,56,38,33,101
Christoffel Bokbier,Bock - Traditional,Bierbrouwerij Sint Christoffel B.V,7.8,8,55,23,25,114,29,0,54,31,6,95
Aass Bock,Bock - Traditional,Aass Brewery,6.5,5,49,14,34,81,15,0,21,25,3,76
Stegmaier Brewhouse Bock,Bock - Traditional,"Lion Brewery, Inc.",6.6,8,53,19,19,86,17,0,21,18,4,101
Bock De Joliette,Bock - Traditional,Micro-Brasserie L'Alchimiste,6.1,9,31,10,33,65,33,0,36,37,4,74
Dreher Bak,Bock - Traditional,Dreher Brewery,7.3,8,62,23,57,63,10,0,11,38,4,91
Schneider Weisse Tap 6 Unser Aventinus,Bock - Weizenbock,Weisses Bräuhaus G. Schneider & Sohn GmbH,8.2,14,73,48,17,95,38,1,91,17,45,107
Vitus,Bock - Weizenbock,Bayerische Staatsbrauerei Weihenstephan,7.7,14,53,23,11,52,48,0,72,15,47,50
Moonglow Weizenbock,Bock - Weizenbock,Victory Brewing Company,8.7,7,31,24,13,67,36,0,72,9,33,62
Bavarian-Styled Doppel Weizen,Bock - Weizenbock,Lagunitas Brewing Company,8.7,4,32,10,35,52,43,0,61,46,9,68
Erdinger Weissbier Pikantus,Bock - Weizenbock,Erdinger Weissbräu,7.3,16,52,27,10,103,33,0,63,8,30,86
Ramstein Winter Wheat,Bock - Weizenbock,High Point Brewing Company,9.5,16,90,41,25,104,36,0,68,19,53,136
Schneider Weisse Tap X Mein Nelson Sauvin,Bock - Weizenbock,Weisses Bräuhaus G. Schneider & Sohn GmbH,7.3,23,53,23,43,102,70,0,112,70,33,77
Primus Weizenbock,Bock - Weizenbock,Live Oak Brewing Company,8.3,13,68,15,17,59,24,0,65,19,46,82
Der Weisse Bock,Bock - Weizenbock,Mahrs-Bräu,8.5,22,69,25,20,87,29,0,62,25,29,111
Plank Bavarian Heller Weizenbock,Bock - Weizenbock,Brauerei Michael Plank,7.5,23,64,37,21,88,42,0,99,43,34,118
Plank Bavarian Dunkler Weizenbock,Bock - Weizenbock,Brauerei Michael Plank,7.5,28,90,44,33,123,49,0,95,24,38,178
La Shawinigan Handshake,Bock - Weizenbock,Le Trou Du Diable,6.5,34,46,22,53,47,84,0,113,85,49,68
Weizenbock Grande Cuvée,Bock - Weizenbock,Les Trois Mousquetaires,11,8,63,60,19,181,59,0,119,16,40,108
Eisenbahn Vigorosa (Weizenbock),Bock - Weizenbock,Cervejaria Sudbrack Ltda,8,17,59,32,14,80,32,0,63,12,30,94
Alpen Glow,Bock - Weizenbock,Fat Heads Brewery & Saloon,7,10,48,29,10,56,23,0,66,7,34,55
Weiss Principal Imperial Hefe,Bock - Weizenbock,Peak Organic Brewing Company,8.6,16,46,35,79,32,85,0,91,97,42,35
Teufel Bock,Bock - Weizenbock,Atwater Block Brewery,10.9,15,65,49,47,96,30,0,69,53,27,150
Face Plant,Bock - Weizenbock,"Bayern Brewing, Inc.",7.5,10,66,33,34,73,24,0,40,35,21,121
Hopf Weisser Bock,Bock - Weizenbock,Weissbierbrauerei Hopf,7,15,54,22,9,62,38,0,76,9,44,78
Angry Goat,Bock - Weizenbock,Rahr & Sons Brewing Company,8,6,45,20,24,60,18,0,27,14,12,57
Weizenbock,Bock - Weizenbock,Pennsylvania Brewing Company,7.9,11,69,28,16,81,22,0,77,14,56,89
Volks Weizenbock,Bock - Weizenbock,Appalachian Brewing Company,7.2,9,58,19,18,71,35,0,50,20,57,49
Weizen Bock,Bock - Weizenbock,Scuttlebutt Brewing Company,7.9,19,58,34,22,66,49,0,61,20,30,76
Heineken Tarwebok,Bock - Weizenbock,Heineken Nederland B.V.,6.5,13,47,24,24,83,10,1,26,18,12,80
Weizenbock,Bock - Weizenbock,Olde Hickory Brewery,8,15,37,47,19,48,41,0,62,28,46,57
Yule Tide (2015+),Bock - Weizenbock,Heavy Seas Beer,9,2,23,24,2,40,11,0,32,5,31,43
St. Blasius Weizenbock,Bock - Weizenbock,Aktien-Brauerei Kaufbeuren AG,7.2,14,41,22,11,115,79,0,90,10,28,87
Summer Haze Pale Weizenbock,Bock - Weizenbock,Blue Mountain Brewery,7.8,10,15,11,24,21,31,0,40,30,11,21
Maximilian,Bock - Weizenbock,Urban Chestnut Brewing Company,7.5,7,15,9,5,13,6,0,14,6,11,32
Weizenbock,Bock - Weizenbock,Mill Street Brew Pub,7.5,8,33,24,8,56,18,0,49,9,28,52
Portsmouth Weizenbock,Bock - Weizenbock,Portsmouth Brewery,7,12,42,44,19,100,39,0,68,25,38,78
DumDuminator,Bock - Weizenbock,Les Brasseurs Du Temps,8,3,17,10,3,31,8,0,15,3,8,21
Braggot,Braggot,Kuhnhenn Brewing Company,12.8,12,43,86,22,263,38,1,86,37,43,180
Baklava Braggot,Braggot,Jackie O's Pub & Brewery,8,16,40,20,16,123,61,2,58,8,73,97
Slippery Slope,Braggot,The People's Pint,9.8,27,32,32,14,141,114,0,102,26,107,70
Old Danish Braggot,Braggot,Dansk Mjød A/S,10.1,6,70,37,9,169,18,0,22,14,120,119
Portsmouth Killer B,Braggot,Portsmouth Brewery,9.8,6,45,21,22,127,29,0,46,23,18,82
Biere De Miele,Braggot,Rabbit's Foot Meadery,4.2,15,20,12,12,68,20,0,13,20,11,49
Mjød,Braggot,Valkyrie Brewing,9,22,39,37,8,180,81,1,86,15,20,70
Premium Oak Brackett,Braggot,"White Winter Winery, Inc.",10,8,30,32,10,95,24,3,32,21,18,57
Hummingbird,Braggot,Mountain Sun Pub & Brewery,8,4,8,7,4,21,2,0,4,6,6,16
Braggot,Braggot,Crabtree Brewing Company,7.85,2,29,9,29,56,3,0,7,16,5,56
White Winter Brackett,Braggot,"White Winter Winery, Inc.",5,3,5,2,2,25,6,0,3,3,11,16
"Honey, I Can Explain",Braggot,South Street Brewery,7,0,0,0,3,7,0,0,0,3,1,4
Saku Mõdu,Braggot,Saku Brewery LTD,4,0,0,3,0,7,3,0,3,0,0,4
Spring Braggot,Braggot,Craftsman Brewing Co.,7.5,2,3,0,1,13,1,0,3,6,6,7
Sanctification,Brett Beer,Russian River Brewing Company,4.8,29,33,5,10,36,133,6,80,16,9,20
Wild Devil,Brett Beer,Victory Brewing Company,6.7,31,42,15,83,43,133,0,66,104,14,27
Defenestration,Brett Beer,Russian River Brewing Company,6.5,34,33,12,44,38,44,2,51,76,32,23
Indian Brown Ale,Brown Ale - American,Dogfish Head Brewery,7.2,10,42,18,82,53,13,0,15,71,6,93
Palo Santo Marron,Brown Ale - American,Dogfish Head Brewery,12,13,52,29,34,65,9,1,24,14,27,88
Hazelnut Brown Nectar,Brown Ale - American,Rogue Ales,5.6,6,66,9,32,77,8,0,21,27,14,157
Moose Drool Brown Ale,Brown Ale - American,Big Sky Brewing Company,5.1,9,52,4,49,57,5,0,7,36,10,101
Old Brown Dog,Brown Ale - American,Smuttynose Brewing Company,6.7,14,37,9,51,50,5,0,5,58,3,91
Coffee Bender,Brown Ale - American,Surly Brewing Company,5.5,28,87,9,139,66,16,0,10,64,15,207
Wilco Tango Foxtrot,Brown Ale - American,Lagunitas Brewing Company,7.85,8,72,15,92,70,33,0,30,95,3,124
Brown Ale,Brown Ale - American,Brooklyn Brewery,5.6,15,70,4,43,60,6,0,2,33,1,109
Ellie's Brown Ale,Brown Ale - American,Avery Brewing Company,5.5,10,48,8,40,48,3,0,5,31,9,98
Bender,Brown Ale - American,Surly Brewing Company,5.5,10,75,12,62,71,6,0,8,47,11,155
Sumatra Mountain Brown,Brown Ale - American,Founders Brewing Company,9,8,103,27,106,105,9,3,12,33,13,218
Koko Brown,Brown Ale - American,Kona Brewing Co.,5.5,8,43,7,25,43,4,0,61,23,3,80
Pecan Ale,Brown Ale - American,Abita Brewing Co.,5.2,11,37,6,19,44,6,0,7,24,4,146
Maple Nut Brown Ale,Brown Ale - American,Tommyknocker Brewery,4.5,7,53,5,12,99,1,0,1,11,3,130
Rocky's Revenge Bourbon Brown,Brown Ale - American,Tyranena Brewing Company,6,9,59,46,18,60,0,0,5,16,19,128
Brekle's Brown,Brown Ale - American,Anchor Brewing Company,6,21,49,7,61,60,29,0,42,64,0,82
Bellaire Brown Ale,Brown Ale - American,Short's Brewing Company,7,11,63,10,24,72,5,0,11,22,4,118
George,Brown Ale - American,Hill Farmstead Brewery,6,14,68,5,66,58,16,0,19,67,7,133
Brown Ale,Brown Ale - American,The Duck-Rabbit Craft Brewery,5.6,15,71,11,93,47,12,1,13,97,10,99
Dos Perros,Brown Ale - American,Yazoo Brewing Company,4.9,12,52,1,29,56,4,2,5,25,8,127
Imperial Nut Brown Ale,Brown Ale - American,Tommyknocker Brewery,9,12,60,40,60,131,16,0,25,44,4,167
Peter Brown Tribute Ale,Brown Ale - American,Bear Republic Brewing Co.,6.3,11,62,14,67,97,9,0,15,49,15,137
